GenA	GenB	MI
SIL1	SDHAF2	0.304646
RBM7	PAFAH1B2	0.304616
LSM4	CHCHD6	0.304607
TASL	NCKAP1L	0.304594
MS4A6A	SLC39A13-AS1	0.304592
DUOX1	DUOXA1	0.304539
ACTR8	RAB5A	0.304521
WDR48	SETD2	0.304517
SEPTIN1	CASP4LP	0.304487
CYTH4	PARVG	0.304481
HSPA12B	ADGRL4	0.30448
CUL1	RHEB	0.304471
ETV6	CHCHD6	0.304461
NKTR	SETD5	0.304458
LDB2	A2M	0.304433
ZNF529	ZNF461	0.304421
RASSF4	GAB3	0.304373
TMEM14B	LYRM4	0.304357
NUP155	PAIP1	0.304345
BCL7C	TRPM2	0.304327
SELPLG	RAB33A	0.304319
ST8SIA4	FERMT3	0.304314
SELPLG	NLRC3	0.304287
FAM193A	NELFA	0.30428
MARCHF1	FPR3	0.304263
ZFR	NIPBL	0.30426
S1PR1	CD34	0.304225
ZNF671	SELPLG	0.3042
CD37	NLRC3	0.304164
SASH3	RAB33A	0.304052
XPO4	MPHOSPH8	0.30402
CD33	DOCK2	0.304017
WAS	DOK2	0.303974
DOCK2	DOCK10	0.30397
WAS	AKNA	0.303965
ATG5	LYRM2	0.303946
CD33	HAVCR2	0.30386
ACTR8	RBM15B	0.30386
RASAL3	GPR65	0.303859
GIMAP6	CD226	0.303858
MYO1F	TAGAP	0.303848
STAU1	YTHDF1	0.303846
CD226	SPN	0.303833
VHL	SETD5	0.303829
DOCK2	SFMBT2	0.30382
LSG1	DVL3	0.303763
COPS4	HELQ	0.303737
DROSHA	MRPL36	0.303698
C1orf162	TNFAIP8L2	0.303697
CEP57	JRKL	0.30369
NSUN2	FASTKD3	0.303665
TARS1	BRIX1	0.30366
VHL	FGD5-AS1	0.303652
C1QBP	MYBBP1A	0.303555
CORO1A	SELPLG	0.303485
SGO1	KIF15	0.30346
EIF4E	DNAJB14	0.303442
TBXAS1	CD86	0.303438
ANKFY1	SMYD4	0.303409
LARS2	SETD2	0.30339
APBB1IP	RAB33A	0.303384
PPRC1	NOLC1	0.303375
GNGT2	SNX20	0.303345
CASZ1	ALG1L1P	0.303341
LRRC25	TRPV2	0.303293
SIGLEC9	TRPV2	0.303234
ATP5MC2	MMAB	0.303216
IFIH1	CMPK2	0.303209
CCDC57	QTRT1	0.303162
MRPL36	ZNF622	0.303157
TRAF3IP3	CORO1A	0.303142
UEVLD	SPTY2D1	0.303125
CD37	ARHGAP30	0.30311
SPCS1	APEH	0.303087
AAMP	SMARCAL1	0.303022
ISG20L2	SLC25A44	0.303018
CTDSP1	CNOT9	0.30299
GOLPH3	RAD1	0.302984
NSUN2	C5orf22	0.302908
KIAA1143	SETD2	0.302902
ZNF414	RAB11B	0.302883
DOCK8	IL16	0.302873
ILKAP	DTYMK	0.302864
C1QBP	TSR1	0.30286
SIL1	RTN4IP1	0.30285
MRPS30	RAD1	0.30285
CRBN	BRPF1	0.302771
NBPF11	NBPF12	0.302715
ACVRL1	DIPK2B	0.30271
ZNF227	ZNF225	0.30268
ABI3	MNDA	0.302661
SLC4A1AP	GPN1	0.302589
RANBP3	MLLT1	0.302579
ING2	CDKN2AIP	0.302574
ACAP1	DOCK8	0.302492
MFNG	GIMAP6	0.302454
EIF2B5	ABCF3	0.302444
BCL7C	MCRIP2	0.302406
CORO1A	DOK2	0.302386
PCDH17	ACVRL1	0.302374
SIGLEC9	MNDA	0.302363
SASH3	MYO1G	0.30229
DOCK8	RHOH	0.30228
FCER1G	TRPV2	0.302278
DHX30	SMARCC1	0.302255
PAF1	MED29	0.302249
TASL	FERMT3	0.302247
LSG1	DNAJC19	0.302238
BTK	SPN	0.302223
PLEKHG5	TNFRSF25	0.302222
DR1	C1orf52	0.302219
MARCHF1	FCER1G	0.302194
PIK3R5	LAPTM5	0.302182
USP19	WDR6	0.302134
RAB33A	PTPN7	0.302117
CLEC2D	ARHGAP9	0.302088
PIK3CG	ABI3	0.302077
POLA2	SDHAF2	0.302066
FAM72B	FAM72A	0.302033
MS4A6A	GIMAP1	0.301995
AASDHPPT	DDX10	0.301971
BCL7C	QTRT1	0.301923
CENPF	KIF14	0.301917
BTF3L4	GPBP1L1	0.301904
CCDC71	RBM15B	0.301893
KDR	EXOC3L2	0.301871
NNT	NNT-AS1	0.301862
CD34	PECAM1	0.301795
STEEP1	UBE2A	0.301788
MBD1	CXXC1	0.301776
PSMD8	MRPS12	0.301767
ILKAP	COPS8	0.301761
APBB1IP	RHOH	0.301757
PIK3CG	NLRC3	0.301749
TAGAP	SPN	0.301727
SIL1	MICOS10	0.301707
RPAP2	GLMN	0.301695
CD86	SLC8A1	0.301695
MFNG	IL16	0.301657
ATP5MC2	RPLP2	0.301623
POM121	POM121C	0.301621
MAP4K1	CD37	0.301588
ARHGEF6	RHOH	0.301545
PRPF31	TFPT	0.301536
EMC2	EBAG9	0.301475
GAB3	PIK3R6	0.301387
XPO7	PPP2R2A	0.301372
BTK	C1orf162	0.301337
TENT4A	MRPL36	0.301312
NOP58	WDR12	0.301286
ZNF430	ZNF714	0.301274
APEH	ARIH2	0.301247
ARHGAP9	GIMAP1	0.301235
SMUG1	TMEM219	0.301222
RAB3GAP2	ANGEL2	0.30122
PTPN23	QRICH1	0.301214
FAM78A	ARHGAP25	0.301204
CIR1	CWC22	0.301188
GEMIN4	SMYD4	0.301177
DLL4	PLVAP	0.301171
RASSF4	DOCK2	0.301164
VAMP7	BRCC3	0.301137
PBRM1	PDHB	0.301118
MMAB	C7orf50	0.301118
CCDC57	CORO7	0.301108
LRRC32	CD34	0.301094
CNPPD1	RETREG2	0.301084
DLL4	ESAM	0.301069
AKAP10	MAPK7	0.301036
ADGRF5	PECAM1	0.301013
STK11	TMEM259	0.301008
PTPN7	ARHGAP25	0.301002
BCL7C	FAAP20	0.30099
AP1G1	IST1	0.300988
SELPLG	FAM78A	0.300973
GOLGA2P10	CSPG4P12	0.30095
ZPR1	NKAPD1	0.300933
TENT4A	CCT5	0.300922
GEMIN4	ANKFY1	0.300916
PSMF1	SNRPB	0.300889
FERMT3	TAGAP	0.300883
XRCC5	ATIC	0.30087
RAF1	SETD5	0.30085
ARHGEF6	FERMT3	0.300847
TASL	HNRNPA1P21	0.300827
BUD13	RPUSD4	0.300807
SENP5	SENP2	0.300803
CCDC86	WDR74	0.300803
VGLL4	XPC	0.300768
RICTOR	PAIP1	0.300764
APBB1IP	SPN	0.300751
SLC12A4	LCAT	0.300745
ZNF383	ZNF527	0.300734
PCDH17	EXOC3L2	0.300675
ZNHIT1	FIS1	0.300589
KCNAB2	RASAL3	0.300581
WDR48	GORASP1	0.30058
DTNBP1	LYRM4	0.300559
IDH3G	VBP1	0.30054
SPI1	GAB3	0.300474
EI24	VPS26B	0.300438
SPI1	SNX20	0.300435
GYPC	RHOH	0.30041
SNW1	ISCA2	0.300369
SPI1	SIGLEC9	0.300351
SMARCC1	SETD2	0.300346
ELOB	RPLP2	0.300331
RAB5A	EAF1	0.300313
SIGLEC9	GPR65	0.30031
FAM193A	TADA2B	0.300288
XIAP	STAG2	0.300276
RANBP3	CHAF1A	0.300258
NUP88	RPAIN	0.300245
FERMT3	CSF1R	0.300236
PLCB2	GPR65	0.300225
CASZ1	ARRB1	0.300204
WHAMMP2	WHAMMP3	0.300137
MLH1	CNOT10	0.300104
ORC3	RARS2	0.300094
MROH1	HSF1	0.299997
TARS1	RAD1	0.299995
NCKAP1L	SLC39A13-AS1	0.299993
DOCK8	GIMAP6	0.299987
MEF2C	PDGFRB	0.299952
EED	TMEM126B	0.299938
ARHGEF6	GAB3	0.299902
IFFO1	GIMAP6	0.299897
DCUN1D1	NCBP2	0.299881
ZPR1	PAFAH1B2	0.299861
UBP1	ARIH2	0.299853
ANKRD44	ARHGEF6	0.299817
NEK4	TMF1	0.2998
PPCDC	TBC1D7	0.299758
GAB3	ARHGAP25	0.299754
GID8	VAPB	0.299733
SNRPN	SDHAF2	0.299682
DUS1L	GPS1	0.299649
PNO1	PNPT1	0.29964
WAS	GPSM3	0.299633
MYCT1	GPR4	0.29959
CSF1R	SLC8A1	0.299564
LY86	PARVG	0.29952
MYO1F	LY96	0.299518
DOCK8	FAM78A	0.299511
MFNG	PIK3CG	0.299482
ATG5	CCNC	0.299474
TEK	A2M	0.299468
FANCD2	TRAIP	0.299437
NAA50	USF3	0.299419
CORO1A	JAK3	0.299393
FASTKD3	CCT5	0.299295
SNX20	RHOH	0.299278
C1QBP	CLUH	0.299262
ICE1	DNAJC21	0.299249
ZNF671	ARHGAP9	0.299232
CD33	CD86	0.299209
RANBP3	XAB2	0.299189
BAZ1B	POM121C	0.299184
GNAI3	CAPZA1	0.299173
WDR48	DCAF1	0.299161
RPUSD4	PAFAH1B2	0.299105
USP19	NME6	0.299088
TESPA1	ARHGAP30	0.29908
NDUFB9	COX6C	0.299064
ESAM	ARHGEF15	0.29906
ARRB1	NSMCE1	0.299027
DCAF1	APEH	0.298998
SIL1	RPLP2	0.298979
C1orf162	MS4A7	0.298972
WDR48	USP19	0.298949
DDX21	NOLC1	0.298887
RAB33A	GNG2	0.298874
SELPLG	SPN	0.298812
SNX20	NLRC3	0.298703
USP19	IP6K1	0.298677
APBB1IP	MAP4K1	0.298667
RETREG2	ATG9A	0.298664
NKAP	MCTS1	0.29863
KCNAB2	DOCK2	0.298603
GPR4	GIPC3	0.298602
RNF4	TNIP2	0.298575
ACTL6A	UBXN7	0.298557
DCAF1	UBP1	0.298482
IFFO1	WAS	0.29847
NOVA2	GIPC3	0.298441
PIAS4	SAFB	0.298434
PRKAR2A	PDE12	0.298401
CSE1L	STAU1	0.298388
DOCK2	GNG2	0.298367
GIMAP6	IKZF1	0.298364
XPO4	SKA3	0.298359
RTN4IP1	TBC1D7	0.298359
MEF2C	LDB2	0.298353
CSNK2A1	SNRPB	0.298337
PPCDC	RPS21	0.298308
NSMCE1	MCRIP2	0.298304
RNGTT	RARS2	0.2983
RNASE6	C3AR1	0.298293
ATG16L1	GIGYF2	0.29828
IP6K1	IFRD2	0.298262
PDCD10	MFN1	0.298246
SLC30A9	TMEM33	0.29821
COPZ1	CCDC57	0.298207
ZBTB49	HAUS3	0.298193
IFFO1	ZNF671	0.298174
RSL24D1	COPS2	0.298099
MARCHF1	FERMT3	0.29807
HSPA12B	LRRC32	0.298066
MAP2K4	FXR2	0.298007
ZEB1	CD34	0.298005
BTK	IKZF1	0.297998
SGTA	LSM7	0.297979
CUL5	DDX10	0.297969
RAB3GAP2	CDC73	0.297964
NCKAP1L	LCK	0.297933
EHMT2	BAG6	0.297924
PIM2	RHOH	0.297885
UBE2K	DHX15	0.29788
TMEM128	RAB28	0.297753
BCL7C	NDUFA9	0.297736
RASGRP2	TESPA1	0.297704
MEF2C	ZEB2	0.2977
PCNX2	CCDC57	0.297693
CTNNBL1	FARS2	0.297687
FASTKD3	MARCHF6	0.297682
DCTN6	VPS37A	0.297667
SUPT20H	ZC3H13	0.297663
TONSL	RECQL4	0.297656
MEF2C	S1PR1	0.297635
FERMT3	RHOH	0.297618
EED	HIKESHI	0.297563
NCBP3	PRPF8	0.297538
PDGFRB	ZCCHC24	0.297496
ATP5MC2	PRR13	0.297495
TNFAIP8L2	MNDA	0.297474
TBXAS1	C3AR1	0.297467
STAU1	SPATA2	0.297467
NEK4	SETD2	0.297458
CGGBP1	ZNF654	0.297437
MEF2C	TEK	0.297383
HDLBP	PPP1R7	0.297378
DPH1	GEMIN4	0.297374
COX10	C1QBP	0.297374
C1orf162	LRRC25	0.297351
CDK5RAP1	NFS1	0.297312
SDHAF2	COPS9	0.297296
NEK4	PBRM1	0.297257
ALKBH1	MED6	0.297198
UXT	TIMM17B	0.29719
CDC37L1	UHRF2	0.29714
ZNF142	ANKZF1	0.297137
RAD1	MARCHF6	0.297113
VTA1	PCMT1	0.297104
ARHGAP9	ARHGAP25	0.297103
MAK16	CNOT7	0.297085
PDSS2	CCDC57	0.297012
ZPR1	RNF214	0.297
ELOB	SDHAF2	0.296934
CORO1A	TAGAP	0.296921
DOCK2	FPR3	0.29692
OLFML2B	GASK1B	0.296905
ACAP1	ARHGAP25	0.296901
TSG101	GTF2H1	0.296894
APBB1IP	SELPLG	0.29685
POLR2C	NUDT21	0.296844
TAF2	UBR5	0.296842
RPL18	RUVBL2	0.296814
BRPF1	RNF123	0.296807
MYO1G	PTPN7	0.296804
DNPEP	CNOT9	0.296788
TRAF3IP3	NLRC3	0.296787
UBA3	PDHB	0.296776
PRPF8	ANKFY1	0.296762
IDH3G	MECP2	0.296749
RNF123	ARIH2	0.296747
WAS	GNGT2	0.296739
BCL7C	BCAS4	0.296704
MYCT1	RAMP3	0.296668
ESF1	POLR3F	0.296644
GYPC	TRPV2	0.296596
ZEB2	C3AR1	0.296586
SCAP	CNOT10	0.296579
IFFO1	FAM78A	0.296508
ZEB1	ZCCHC24	0.296506
TEK	ZEB1	0.296501
RASGRP2	GIMAP1	0.296492
FAM78A	PLCB2	0.296468
BTK	MARCHF1	0.296468
RAB33A	SNX20	0.296452
SIGLEC9	CD14	0.296426
SNX4	ZNF148	0.296381
PPP4R2	THOC7	0.296374
PPP1R7	STK25	0.296307
TTC1	ATOX1	0.296305
TESPA1	CD226	0.296298
BCL7C	CORO7	0.29628
NCBP3	SCO1	0.296256
TBP	C6orf120	0.296223
EIF3I	MRPS15	0.296174
C1orf54	LY96	0.296171
SIL1	ARRB1	0.296144
LCP2	FCER1G	0.296142
LY96	TRPV2	0.29614
DOK3	FERMT3	0.296085
DOCK8	SEPTIN1	0.296048
RTN4IP1	SDHAF2	0.296038
BCL7C	BABAM1	0.296032
MS4A6A	GIMAP6	0.296025
TRAPPC11	CDKN2AIP	0.296024
C7orf50	COPS9	0.296022
C3AR1	ADAP2	0.296008
TMEM219	MRPL23	0.295993
MAP4K1	ARHGAP25	0.295958
PIGCP1	LINC00294	0.295945
ORC3	MMS22L	0.295926
MAF1	ZFTRAF1	0.295913
ZNF41	ZNF81	0.295912
SENP2	PSMD2	0.29588
CD300C	FPR3	0.295878
TBXAS1	NCKAP1L	0.295828
JAM2	CLEC14A	0.295792
C7orf50	LYRM4	0.295706
PTPN7	TRPV2	0.295653
DOK2	LRRC25	0.295616
CORO1A	LPXN	0.295605
COPZ1	TMEM258	0.295578
LY86	TRPV2	0.295555
PCDH12	KDR	0.295543
TLR4	AIF1	0.29554
NLRC3	RHOH	0.295527
NDUFA9	CCDC57	0.295525
NSMCE1	LYRM4	0.295514
BCL7C	NDUFB7	0.29543
USP10	EMC8	0.295396
RNH1	PKP3	0.295396
CD4	TBXAS1	0.295373
RPA1	GLOD4	0.295371
BRIX1	MRPL36	0.295328
TYROBP	MYO1F	0.295319
NAA15	TMA16	0.29525
C1orf54	AIF1	0.29524
APBB1IP	NLRC3	0.29523
NCKAP1L	CCR1	0.29522
MS4A6A	SNX20	0.29522
TBC1D7	C7orf50	0.295215
SAP18	MRPL57	0.295197
ABI3	GIMAP6	0.29518
TASL	GIMAP1	0.295168
GPKOW	TIMM17B	0.295145
TRAF3IP3	MAP4K1	0.295118
MAP4K1	RAB33A	0.29511
TESPA1	LCK	0.295103
FASTKD3	MED10	0.295093
LCP2	GIMAP8	0.295076
WDR48	UBP1	0.295045
VHL	TATDN2	0.295041
CSTF1	TTI1	0.295019
TBPL1	HDAC2	0.295002
DCUN1D1	MFN1	0.294976
ACAP1	CASP4LP	0.294949
TMEM115	DHX30	0.294934
RNH1	RHOG	0.29493
PIK3CG	GNG2	0.294892
CD4	SASH3	0.294848
TRAF3IP3	SNX20	0.294822
ITGA4	GIMAP1	0.294799
ATAD3B	ATAD3A	0.294792
LAT2	MYO1F	0.294774
DHX30	IP6K1	0.294756
BTK	RASAL3	0.294742
GRPEL1	TADA2B	0.29474
CCDC57	UBA52	0.294735
TESPA1	RHOH	0.294734
MYO1G	SEPTIN1	0.294731
REXO1	TMEM259	0.294704
CASP8AP2	ZNF292	0.294684
TYROBP	RNASE6	0.294662
ZNF671	RHOH	0.294611
DIPK2B	GPR4	0.294599
CTBP1	MRFAP1	0.29459
RPUSD4	ZNF202	0.294586
DOCK2	LAPTM5	0.294547
DOCK8	SELPLG	0.294545
GNL3	DCP1A	0.294535
XRCC5	AAMP	0.29452
LCP2	SPI1	0.294511
LCP2	AIF1	0.29451
FAM78A	TESPA1	0.294472
ST8SIA4	NCKAP1L	0.294449
TMEM258	RPLP2	0.294436
TIE1	ESAM	0.294419
TWNK	NOC3L	0.294345
APEH	IMPDH2	0.294343
DDX27	AAR2	0.294329
PARVG	SNX20	0.294299
CORO1A	IKZF3	0.294298
DHX15	ZCCHC4	0.294286
PCDH12	COL4A1	0.294272
PLVAP	GIPC3	0.29426
SIGLEC9	SLC8A1	0.294247
ZNF7	ZNF623	0.294246
WDR82	USP19	0.294237
STK25	ING5	0.294235
APOBEC3H	APOBEC3G	0.294232
NCKAP1L	GNG2	0.294222
PES1	DRG1	0.294191
DOCK8	GPR65	0.29419
ING5	ATG4B	0.294181
CCDC174	CNOT10	0.29414
MPND	MICOS13	0.294105
RAB28	PACRGL	0.294095
ACAP1	AGAP2	0.294092
TYROBP	TBXAS1	0.294091
NDUFB7	COPE	0.294075
UMPS	ZNF148	0.293992
RNASE6	GPR34	0.293894
ITGA4	TASL	0.293888
PREX1	DOCK2	0.293883
DPM1	RAB22A	0.293864
ARHGEF6	GNG2	0.29386
XPO7	MAK16	0.293842
TESPA1	ARHGAP25	0.293842
NCBP2	UBXN7	0.293834
ETFB	CCDC57	0.293778
ATG5	RARS2	0.293756
NDUFA2	SRA1	0.293749
CDCA8	KIF2C	0.293738
RAD1	RICTOR	0.293716
RAD54L2	IP6K1	0.293704
EXOC4	FIS1	0.293679
CNTROB	TOP3A	0.293659
MLH1	DHX30	0.293649
COPS5	ELOC	0.293629
TRAF3IP3	PIK3R5	0.293571
PFDN4	PSMA7	0.29354
DIPK2B	A2M	0.293539
ZW10	NPAT	0.293515
RAB33A	GAB3	0.293478
ARHGAP25	CASP4LP	0.293464
ARHGEF7	PCID2	0.293463
APBB1IP	GIMAP6	0.293453
NUP58	MTMR6	0.293452
TBXAS1	CSF1R	0.293442
SPCS1	UBA3	0.29344
DRG2	TOP3A	0.293436
NELFCD	DDX27	0.293384
NCBP3	TIMM22	0.293361
MAP4K1	CD226	0.293348
RPL32	RPL29	0.293327
PGM3	RWDD2A	0.293313
FMR1	HTATSF1	0.293301
APBA3	PIAS4	0.293294
PBRM1	SETD2	0.293265
PBRM1	SMARCC1	0.293243
TYROBP	TNFAIP8L2	0.293235
TRAF3IP3	LCK	0.293232
MCRIP2	RPLP2	0.293224
THADA	NBAS	0.293152
SELPLG	GAB3	0.293146
DNPEP	SMARCAL1	0.293107
ATP5MC2	PPCDC	0.293092
RASSF4	LAPTM5	0.293086
JAK3	RHOH	0.293084
SNRPB	SNRPB2	0.293079
FCER1G	LAPTM5	0.293066
APPL1	WDR82	0.293039
MRPS30	NUP155	0.293016
CD226	GAB3	0.293011
SASH3	DOCK10	0.292999
CD37	RHOH	0.292999
DOCK2	PLCB2	0.292986
SENP5	VPS8	0.292952
PPP1R7	THAP4	0.292947
LCP2	TESPA1	0.292934
PFAS	NEURL4	0.292851
MAP4K1	DOCK8	0.292809
ANAPC10	LSM6	0.292805
GPR34	LRRC25	0.292796
NSMCE1	MIGA1	0.292749
MED29	SAMD4B	0.292731
BOD1L1	TMEM33	0.292713
IFFO1	CD37	0.292704
GINM1	PPIL4	0.292692
ZSCAN9	ZSCAN26	0.292651
NDUFA9	MCRIP2	0.292647
DCAF1	RAD54L2	0.292639
FERMT3	GNG2	0.292614
GYPC	IL16	0.292606
LMF1	SMUG1	0.292605
PCDH17	RAMP3	0.292602
TESPA1	TAGAP	0.292596
MOCS3	SPATA2	0.292561
DPM1	STAU1	0.292558
APBB1IP	IKZF3	0.292521
LCP2	CCR1	0.292484
LAMTOR3	AP1AR	0.29248
CGGBP1	C3orf38	0.292448
UBAP2L	RPRD2	0.292408
IL18RAP	NLRC3	0.292406
LCP2	AKNA	0.292405
DISP1	MIGA1	0.292397
MS4A6A	FCGR2A	0.292358
SIGLEC9	ADAP2	0.292336
LY86	FPR3	0.292307
RAF1	USP19	0.292296
CD300A	LRRC25	0.292283
ABI3	DOK2	0.292274
RASAL3	AGAP2	0.292241
BRIX1	PAIP1	0.292228
ACTL6A	MFN1	0.292223
CNOT4	NUP205	0.292197
PAPOLA	PPP4R3A	0.292184
RHOH	CASP4LP	0.292171
WASL	WASL-DT	0.292151
RNF32	RNF32-DT	0.292106
CLEC2D	LCK	0.292047
RAB5A	SETD2	0.292031
SPAG5	KIF18B	0.292011
CASP8AP2	SCAF8	0.291953
LATS1	SCAF8	0.291945
ZC3H13	GPALPP1	0.291927
MARCHF6	CCT5	0.291912
BCL7C	RPS21	0.291876
TASL	RNASE6	0.291875
SF3A2	SGTA	0.291866
EVC	EVC2	0.291848
PRPF6	CTNNBL1	0.291832
GAB3	GNGT2	0.291815
CMPK2	IFI44	0.291797
TBC1D7	UQCC5	0.291796
VPS8	UBXN7	0.291773
SLC25A17	PHF5A	0.291771
APBB1IP	PLCB2	0.291735
CASZ1	QTRT1	0.291732
PIK3R5	SPN	0.291696
TYROBP	LAPTM5	0.291673
ARHGAP25	SEPTIN1	0.29167
MLH1	SPCS1	0.291662
PSMD4	VPS72	0.291603
NKAP	CUL4B	0.291561
JAM2	S1PR1	0.291545
PTPN23	BRPF1	0.291543
TCEAL4	TCEAL3	0.291512
ITCH	NCOA6	0.291502
AKNA	SELPLG	0.291471
TRAPPC11	RWDD4P2	0.291468
RAF1	XPC	0.29146
CDC20	KIF2C	0.291449
GGT5	PTGIR	0.291435
RASAL3	PLCB2	0.291421
RAF1	SETD2	0.291419
CLASP2	SETD2	0.29141
MAP2K2	MICOS13	0.291376
NDUFB2	EXOC4	0.291369
FERMT3	SLC8A1	0.291366
GLOD4	GEMIN4	0.291362
DLL4	ROBO4	0.291358
SMUG1	TBC1D7	0.291351
ACAP1	ARHGAP30	0.291331
BIN2	SASH3	0.291319
RRP36	XPO5	0.291288
DERL2	NCBP3	0.291288
SPI1	LAPTM5	0.291283
TEK	PECAM1	0.291249
DOK2	CCR1	0.291244
OAS2	IFI44	0.291227
CDC123	NUDT5	0.291209
SPI1	PIK3R5	0.291187
ZNF671	FAM78A	0.291181
CCDC71	QRICH1	0.291179
VWF	DIPK2B	0.291166
TMEM33	DHX15	0.291166
NSUN2	ZNF622	0.2911
NCKAP1L	IRF8	0.291066
ATP5MC2	MRPL23	0.291061
SMARCA5	USP38	0.291051
SENP2	RFC4	0.291044
TNFRSF1B	MYO1F	0.291032
RANBP3	THOP1	0.291031
TM4SF18	LDB2	0.29101
ZNF107	ZNF273	0.291
MRPS30	ZNF131	0.290995
GIMAP6	GAB3	0.29098
TNKS2	SMNDC1	0.290934
ELOB	SNRPN	0.290934
TBP	NUP43	0.290928
UCHL5	CDC73	0.290922
CLUH	SCO1	0.290922
NUP98	IPO7	0.290915
FAM193A	PIGG	0.290898
DHX15	MED28	0.290887
FBXO45	WDR53	0.290882
COPZ1	RPLP2	0.290866
ZNF571	ZNF420	0.290851
ANXA8L1	ANXA8	0.290834
ZNF671	SPN	0.290828
TIE1	RAMP3	0.290827
GOLPH3	PAIP1	0.2908
CD33	RASSF4	0.290797
ZDHHC6	ABRAXAS2	0.290788
NELFCD	CSE1L	0.290782
DHX30	RAD54L2	0.29074
MNDA	TRPV2	0.290713
MFNG	NCKAP1L	0.290706
JAK3	ARHGAP9	0.290698
PLCB2	SNX20	0.290696
RPL18A	LSM4	0.290691
REXO1	CACTIN	0.290689
ABCB10	TAF5L	0.290676
ELMO1	GAB3	0.290618
DVL3	PAK2	0.290618
ANGPTL2	LRRC32	0.290613
ARRB1	DISP1	0.290546
STK25	THAP4	0.290543
SLC25A38	CNOT10	0.290513
DHX30	RPL14	0.290495
CPNE1	NFS1	0.290481
TEK	LRRC32	0.290459
LCP2	PLCB2	0.290434
RTL8C	RTL8B	0.290341
TNFAIP8L2	SLC39A13-AS1	0.290333
GPR65	GIMAP8	0.290302
CYTH4	NLRC3	0.290295
BTK	MFNG	0.290295
FARP2	STK25	0.290284
GNL3	ARIH2	0.290259
LARS2	DHX30	0.290192
TBXAS1	LAPTM5	0.290187
FAM3A	TAFAZZIN	0.290182
SHQ1	PPP4R2	0.29018
ACTR8	PDHB	0.290139
CD33	GPR65	0.290127
TUBGCP3	CUL4A	0.290115
FAM78A	IKZF3	0.290105
MNDA	CCR1	0.290093
PDCD2	TCP1	0.290072
ARL6	ARL13B	0.290039
TEK	ESAM	0.290001
GPR65	ZEB2	0.28997
TNFAIP8L2	LRRC25	0.289945
TADA2B	PIGG	0.289944
NSMCE1	RPS21	0.289885
HCCS	PDHA1	0.289843
BCL7C	COPS9	0.289839
TMEM219	MCRIP2	0.289818
ZSCAN9	ZKSCAN8	0.289809
HSPA12B	ROBO4	0.289744
FXR2	PSMB6	0.289741
GON4L	SETDB1	0.289706
ITCH	RALGAPB	0.289703
MCPH1	TNKS	0.2897
DOCK8	GAB3	0.289653
NUP98	RIC8A	0.289622
TBCCD1	PIK3CA	0.289619
MOB2	NAP1L4	0.289604
MS4A6A	DOK2	0.289594
PDE12	DCP1A	0.289575
EIF4E	NAA15	0.289559
EIF4E2	PSMD1	0.289556
PCDH17	LDB2	0.289536
MAP4K1	TESPA1	0.289536
KPNA1	ZNF148	0.289536
NDUFB11	RBM10	0.289532
QRSL1	RARS2	0.289531
C5orf22	FASTKD3	0.289524
YEATS2	UBXN7	0.289521
CD37	PARVG	0.289501
ADGRF5	GIPC3	0.289501
CASZ1	RPLP2	0.289495
MCM10	SUV39H2	0.28948
LPXN	NCKAP1L	0.289454
PIK3CG	DOCK10	0.289452
SENP5	EIF2B5	0.289422
PSMD3	DDX52	0.2894
PIK3R5	PTPN7	0.289399
ARCN1	EI24	0.289374
WDR48	CNOT10	0.289364
FARS2	C7orf50	0.28934
PIK3CG	HAVCR2	0.289312
C5orf22	MARCHF6	0.289303
CD37	LCK	0.289302
ELP2	SMAD2	0.289297
ARHGAP25	IKZF1	0.289289
NGLY1	OXSM	0.289242
PIK3CG	ARHGAP25	0.289241
YJU2	HDGFL2	0.289236
CLEC2D	TESPA1	0.28923
BCL7C	PITPNC1	0.289203
ATP6AP1	MECP2	0.2892
CYTH4	PLCB2	0.289194
SCO1	PFAS	0.289191
KIF11	CDK1	0.289186
NCAPD2	FOXM1	0.289163
PSMB6	PRPF8	0.289147
RNASE6	SLC39A13-AS1	0.289125
RTN4IP1	LYRM4	0.289105
ABCF1	GNL1	0.289085
USP4	QRICH1	0.289078
CD86	LRRC25	0.289076
DBR1	DHX36	0.289072
TUSC2	ARIH2	0.289068
MEF2C	EMCN	0.289066
YTHDF1	SPATA2	0.289056
GPR65	GAB3	0.289054
ANKFY1	NEURL4	0.289053
LINC00667	LINC00526	0.289026
ARHGEF7	TUBGCP3	0.289006
NCBP3	RNF167	0.289004
DNAJC13	TOPBP1	0.289004
CDS2	STK35	0.288972
DROSHA	RPL37	0.28896
SYNRG	DDX52	0.288922
RANBP3	SAFB	0.2889
SENP2	PAK2	0.28889
PLVAP	LDB2	0.28889
NSFL1C	CSNK2A1	0.288883
ZNF639	DVL3	0.288863
ZNF28	ZNF611	0.288863
APBB1IP	TESPA1	0.288856
RTF2	DDX27	0.288852
ATP5MC2	SDHAF2	0.288847
DLAT	NKAPD1	0.28884
PCDH12	ADGRL4	0.28883
DHX33	MYBBP1A	0.288809
TBXAS1	MS4A6A	0.288807
CD93	PECAM1	0.288797
IL16	GNG2	0.288774
FCF1	MED6	0.288772
SGIP1	LRRC32	0.288768
LARS2	DCAF1	0.288763
VWF	CD34	0.288729
SMC3	SMNDC1	0.288714
