GenA	GenB	MI
EXOC5	PPM1A	0.29775
TYROBP	LCP2	0.297748
DRG1	RPS19BP1	0.297744
MCM10	SUV39H2	0.297742
NUS1	KPNA5	0.297741
C5orf22	CCT5	0.297738
LCK	GNG2	0.297727
ATG5	RARS2	0.297716
PARP4	MTMR6	0.29771
TYROBP	RASSF4	0.297687
SS18L2	UBP1	0.297683
UFM1	COG6	0.297664
TEK	LDB2	0.297612
RNF5	GPANK1	0.297599
POLR3C	RNF115	0.297585
CD86	ARHGAP25	0.297575
GPR34	C3AR1	0.297561
ZEB2	C3AR1	0.29756
CD33	RNASE6	0.297517
TMEM33	GRPEL1	0.297511
IARS2	UCHL5	0.297477
NLRC3	IKZF1	0.297465
DHX30	TSEN2	0.297447
ACAP1	SPN	0.297431
SPI1	CD80	0.297416
TMEM267	RICTOR	0.297374
WDR48	BRPF1	0.29735
ACAP1	PIK3R5	0.297329
MAPRE1	EIF6	0.297294
SF3B6	CCT4	0.297275
RRP9	RPL14	0.297274
RNF146	ZUP1	0.297241
MAP2K2	THOP1	0.297237
NADK2	DNAJC21	0.297218
SURF6	SNAPC4	0.297203
MS4A6A	TMEM273	0.297194
ZNF112	ZNF230	0.297193
CORO1A	SPN	0.297169
CASP8AP2	RNF146	0.29714
DHX15	SLBP	0.297123
GPR65	LRRC25	0.297084
SIRT6	UBXN6	0.297071
RIC8A	NAP1L4	0.297067
GIMAP6	C3AR1	0.297047
NAA15	TMA16	0.297032
C1QBP	SCO1	0.297007
TTC33	ZNF131	0.297004
SEPTIN1	IKZF1	0.296987
PCDH12	PLVAP	0.296986
CD37	GIMAP6	0.29698
TLR4	C3AR1	0.296957
TMEM128	RAB28	0.296921
PTPN7	GIMAP1	0.296899
LSM3	BRK1	0.296898
DDX27	EIF6	0.296778
ZNF304	ZNF530	0.296751
GOSR1	ERAL1	0.296744
ZNF548	ZNF225	0.296736
NOL10	COMMD1	0.296673
LCP2	ABI3	0.296663
FERMT3	CSF1R	0.296654
ZNF180	ZNF260	0.296629
FCER1G	ZEB2	0.296625
PLVAP	NOTCH4	0.296621
PDS5A	LYAR	0.296604
DHX15	PDS5A	0.296591
ZNF230	ZNF571	0.296578
AKAP11	NEK3	0.296543
RPA1	TIMM22	0.296525
RFXANK	PGLS	0.296499
BCL7C	PRELID2	0.296493
DNTTIP2	CAPZA1	0.296483
GIMAP1	SLC39A13-AS1	0.29648
WAS	TNFAIP8L2	0.296477
WDR48	WDR82	0.296475
THUMPD3	BRPF1	0.29647
ATRIP	IP6K1	0.296468
ARHGEF5	ZNF282	0.296458
MAP2K2	MICOS13	0.29645
NDUFB7	COPE	0.296421
TTK	PHIP	0.296408
LRRC32	ZCCHC24	0.296386
FYCO1	RNF123	0.296348
CYTH4	FAM78A	0.296348
FLII	MYO1C	0.296334
ZFR	TTC33	0.296321
MLLT1	HDGFL2	0.29628
GLE1	RBM18	0.29628
RRM1	MOB2	0.296255
FTSJ1	PORCN	0.296239
UBR7	FOXN3	0.296231
ZZEF1	CAMTA2	0.296225
UBP1	DCP1A	0.296205
PTPN23	NR2C2	0.296169
MRPL4	PIN1	0.296165
NCKAP1L	RNASE6	0.296148
NSUN2	FASTKD3	0.296137
PTPN23	RAF1	0.296135
TTI1	AAR2	0.296132
ITGA4	NCKAP1L	0.29613
MPDU1	TIMM22	0.296129
FAM78A	TESPA1	0.296126
QRSL1	GTF3C6	0.296119
SDHA	NDUFS6	0.296096
MARCHF6	ATPSCKMT	0.296072
HAX1	UBE2Q1	0.296067
CLPTM1L	MED10	0.29603
LETM1	HTT	0.296003
TMEM33	OCIAD1	0.296
TM4SF18	EMCN	0.295995
FBXL15	MCRIP2	0.295989
SLC25A11	RPA1	0.29598
RNF123	SETD2	0.295976
MARCHF1	CSF1R	0.295962
ADD1	FAM193A	0.295944
PIK3R5	ARHGAP30	0.295928
ALG5	SUCLA2	0.295923
RAB28	NELFA	0.295903
UBP1	CLASP2	0.295855
NSUN2	BRIX1	0.295826
FBXO8	CEP44	0.295822
ITGAE	LCK	0.295803
NAA25	RAN	0.295772
ING2	CDKN2AIP	0.29575
PCDH12	CLEC14A	0.295714
BRPF1	USP19	0.295665
DOK2	TRPV2	0.295643
MRPL36	ZNF622	0.295615
RAD18	GORASP1	0.295613
ELAC2	PAFAH1B1	0.295606
LRRC32	OLFML2B	0.295599
URI1	UBA2	0.295537
COG2	TOMM20	0.295463
RHOH	IL16	0.295436
ITGA4	TASL	0.295422
TNFRSF1A	LTBR	0.295404
GORASP1	UBP1	0.295395
COX7C	MRPS36	0.295387
HNRNPUL1	CCDC97	0.295386
ELAC2	WRAP53	0.295377
HYOU1	RNF214	0.295367
ANKRD44	ARHGAP9	0.295356
SNW1	ISCA2	0.29535
ARHGAP9	FERMT3	0.295346
TARS1	NIPBL	0.295339
KEAP1	RPL18A	0.295322
SLC25A15	COG3	0.2953
RAB33A	RHOH	0.295275
CYTH4	ARHGAP30	0.295251
C1orf43	NDUFS2	0.295249
VTA1	HDAC2	0.295228
GTF2E2	MAK16	0.295219
BTK	SLC8A1	0.295207
ZNF529	ZNF567	0.29518
ABI3	RNASE6	0.295144
CENPE	CCNA2	0.29507
PCYT1A	YEATS2	0.295051
PDCD5	PDCD2L	0.295036
SURF6	PMPCA	0.294981
PPM1A	FAM161B	0.294979
SLC39A9	DCAF5	0.294964
XAB2	NDUFS7	0.294954
CD4	CD86	0.294947
RBSN	ATRIP	0.294946
CRK	TIMM22	0.294921
ZNF571	ZNF224	0.294908
FAM76B	MTMR2	0.294874
YJU2	MICOS13	0.29486
GPANK1	BAG6	0.294849
BTK	MARCHF1	0.294848
LCP2	GIMAP1	0.294844
GNL3	DCP1A	0.29482
ZNF180	ZNF234	0.294804
CORO1A	DOCK2	0.29479
MRPS2	SURF6	0.294765
RAD54L2	SETD2	0.294746
DOCK8	GIMAP6	0.294731
RANBP1	UBE2L3	0.2947
CD37	PTPN7	0.294681
TSG101	UEVLD	0.294677
ACAP1	APOBEC3H	0.294661
LCP2	LILRB3	0.294643
RASAL3	GPR65	0.294632
RTN4IP1	C7orf50	0.29457
JAK3	ARHGAP9	0.29457
UBE2M	TRIM28	0.294555
EMD	BCAP31	0.294549
BCL7C	MICOS10	0.294535
GNL3	ARIH2	0.294527
DHX15	NELFA	0.294514
IP6K1	RBM15B	0.294508
PAF1	TIMM50	0.294471
WAS	CD86	0.294469
SASS6	NRAS	0.294468
STAG2	RBMX2	0.294443
BCL7C	MZT2A	0.294441
ZFR	SKP2	0.294438
WDR48	KIAA1143	0.294434
ECSIT	GET3	0.294411
XAB2	UBXN6	0.294359
DCUN1D1	PSMD2	0.294356
RAB5A	WDR82	0.294326
PIGQ	FAM234A	0.294313
GTF3C2	GPN1	0.294249
IARS2	AHCTF1	0.294243
DCUN1D1	DLG1	0.294234
GNAI3	CAPZA1	0.294227
BCL7C	MZT2B	0.29421
PAPOLA	PPP4R3A	0.294203
SNX20	LCK	0.29419
POMT2	MARK3	0.294182
TIGD7	ZNF75A	0.294157
PBK	ESCO2	0.294127
RHOH	SEPTIN1	0.294118
WRAP53	MRM3	0.294108
ZNF230	ZNF222	0.294103
PHF5A	ATXN10	0.294095
SYNRG	DDX52	0.294092
DHX30	RAF1	0.29407
AP4S1	DCAF5	0.29406
MKRN2	RBM15B	0.294036
ANAPC11	ASPSCR1	0.293962
PIP5K1A	PSMB4	0.293955
CNOT6	DDX46	0.293918
GLRX5	SETD3	0.293904
RANBP3	TIMM13	0.293854
GRSF1	SRP72	0.293852
DUOX1	DUOXA1	0.293825
CCDC127	ZNF131	0.293823
ADGRL4	EXOC3L2	0.293804
STAB1	CD300A	0.293792
NUP98	USP47	0.293786
SCAMP3	NDUFS2	0.293757
EXOC5	KIAA0586	0.293704
STT3A	RNF214	0.293703
WAS	ARHGEF6	0.293698
RAB5A	RBM15B	0.293679
ACTR8	RBM15B	0.293664
HOXD10	HOXD-AS2	0.293662
TBXAS1	MNDA	0.293658
SPI1	ADAP2	0.29362
RASAL3	PIK3R5	0.29361
BAP1	WDR82	0.2936
RNASE6	ZEB2	0.293586
WAS	MAP4K1	0.293582
DIPK2B	GJA4	0.293566
VIPAS39	TOGARAM1	0.293555
CNOT9	RNF25	0.293552
BAP1	USP19	0.29352
CCDC57	ALG1L1P	0.293498
COG6	COG3	0.29348
WAS	SPI1	0.293462
TESPA1	RHOH	0.293447
CCDC22	PQBP1	0.293444
FCER1G	ADAP2	0.293443
CASZ1	MAILR	0.293439
ANAPC4	DHX15	0.293361
APBB1IP	GPR65	0.293352
TBC1D23	TFG	0.293339
CTBP1	LETM1	0.293323
FAM32A	DDA1	0.29332
CASP8AP2	CDC40	0.293279
MED23	CASP8AP2	0.293228
CLPP	THOP1	0.293217
SGTA	GTF2F1	0.293108
EXD2	ATG14	0.293099
NSMCE1	ALG1L1P	0.293087
POLDIP3	ZC3H7B	0.293067
XRCC3	MTA1	0.293037
STX10	CC2D1A	0.29303
ARF5	ATP6V1F	0.293024
UBE2K	GNPDA2	0.292997
TSC22D4	GNB2	0.292995
PRPF8	AURKB	0.292985
WDR83	CC2D1A	0.292983
VPS53	PRPF8	0.292962
TRAF3IP3	CD37	0.292957
RASAL3	ARHGAP25	0.29293
CD86	AIF1	0.292917
SERGEF	C7orf50	0.292897
FARS2	C7orf50	0.292893
L2HGDH	FANCM	0.292884
RAVER1	RAD23A	0.292873
RPA1	ELP5	0.292865
SON	TRAPPC10	0.292864
ZNF548	ZNF234	0.292856
MS4A6A	SASH3	0.292855
PCDH12	CD93	0.292842
GTF2F1	FBXW9	0.292811
WRAP53	TOP3A	0.292805
DOK2	FCGR2C	0.292801
ANXA2R-OT1	GOLPH3-DT	0.2928
GIMAP6	MYO1F	0.292738
LAS1L	COX7B	0.292736
NSFL1C	ZNF343	0.29273
PLD1	KEAP1	0.292716
KDR	DIPK2B	0.292685
TRMT13	SASS6	0.292683
NCBP3	MED11	0.292672
MAF1	SLC52A2	0.292672
GNA11	CHAF1A	0.292657
TRMT5	WDHD1	0.292635
NIPBL	CPLANE1	0.292623
INTS10	ERI1	0.292604
BCL7C	ETFB	0.292596
HACE1	CDC40	0.292591
C19orf53	UBL5	0.292579
FCF1	LIN52	0.292561
MROH1	HSF1	0.292535
SGIP1	ANGPTL2	0.292532
BCL2L13	SLC25A17	0.292518
IP6K1	IFRD2	0.292514
TBC1D23	ZBTB11	0.292497
ELP2	SMAD2	0.29249
NCKAP1L	TNFAIP8L2	0.292484
TMEM273	AIF1	0.292481
TBP	C6orf120	0.292473
ATXN3	MARK3	0.292471
GGT5	PDGFRB	0.292456
ATXN3	BRF1	0.292442
SLF1	KIAA0825	0.292374
MS4A6A	C1orf162	0.292344
FCER1G	SLC39A13-AS1	0.292333
GPATCH2L	YLPM1	0.292331
PCMT1	SF3B5	0.29233
CASZ1	PPCDC	0.292288
PHRF1	PKP3	0.29227
WDR1	CTBP1	0.292244
ACAP1	ARHGAP25	0.292235
MED6	RPL36AL	0.29223
EAF1	USP19	0.292186
IKZF3	SEPTIN1	0.29218
HOXA3	HOXA-AS2	0.292143
RAD18	DHX30	0.292114
UVSSA	PCGF3	0.292113
C7orf50	DPCD	0.292113
ATP5F1D	POLR2E	0.292078
ENG	CD34	0.29207
LYRM2	BCL7C	0.292057
TYROBP	TASL	0.292045
POC1A	DPCD	0.292041
UBP1	TSEN2	0.292024
SLC39A9	FCF1	0.291999
SETD2	RPL14	0.291991
NEK3	COG3	0.291985
ACTL6A	UBXN7	0.291948
UFM1	NHLRC3	0.291945
DNAJC21	CPLANE1	0.291921
LYRM2	CEP57L1	0.291914
EIF1B	DPH3	0.291911
ROBO4	CLEC14A	0.291881
ZNF227	ZNF224	0.291795
HMGB1P10	HMGB1P6	0.29179
MOB2	PSMD13	0.291788
PAF1	EID2	0.291747
BRD9	OTULIN	0.291744
CD33	TRPV2	0.291732
CSTF2	TIMM8A	0.291723
MTMR14	ARPC4	0.29172
MED13	DCAF7	0.291714
VTA1	ORC3	0.29169
RBAK	ZNF12	0.291664
SERGEF	RPLP2	0.29166
CASZ1	RPLP2	0.291647
PHF5A	XRCC6	0.29164
PDCD6IP	RPL15	0.291637
TESPA1	TAGAP	0.291623
SMUG1	FARS2	0.291607
ZNF112	ZNF227	0.291583
MFNG	PLCB2	0.29157
PSMB6	CTDNEP1	0.291547
AKAP11	COG3	0.291531
ABI3	SLC8A1	0.291529
PASK	CAPN10	0.291524
IK	HARS1	0.291516
CCDC124	RPL18A	0.291499
SIRT6	YJU2	0.291496
MAPRE1	STAU1	0.291488
MAP3K7	CDC40	0.291475
SETD2	FGD5-AS1	0.291437
CTNS	NCBP3	0.291401
PAFAH1B1	CTDNEP1	0.2914
BABAM2	GPN1	0.291393
LCP2	ARHGAP30	0.291359
PIK3CG	GAB3	0.291329
PLCB2	TRPV2	0.291274
WBP11	PEX5	0.291265
RNGTT	SYNCRIP	0.291235
EXOSC9	LARP7	0.291215
DOT1L	CHAF1A	0.291205
CLEC14A	NOTCH4	0.291189
YLPM1	ABCD4	0.291181
C7orf50	LYRM4	0.291121
NCKAP1L	LCK	0.291109
RNASE6	GPR34	0.291103
FKBP3	NDUFB1	0.291097
APBB1IP	BIN2	0.291097
WAS	TAGAP	0.291078
FOXP3	CD37	0.291039
TADA3	RPL15	0.291023
POLE2	WDHD1	0.291023
ZNF653	RPS28	0.291014
PIK3R5	CD226	0.291014
MED29	GPATCH1	0.290966
DOK2	FPR3	0.290964
MRPS30	GUSBP1	0.290962
STK35	TBC1D20	0.290953
OCIAD1	NELFA	0.290952
DHX30	FGD5-AS1	0.29094
C18orf21	ZNF271P	0.290936
CTNS	MYBBP1A	0.290921
CORO1A	FAM78A	0.290906
DPH1	ANKFY1	0.290903
POLR2B	SRP72	0.290892
SIKE1	USP33	0.290857
ALKBH1	ACTR10	0.29085
FCF1	MED6	0.290847
RNF4	CTBP1	0.290825
RTL8C	RTL8B	0.290824
C1QBP	TSR1	0.290808
ZNF230	ZNF235	0.290795
SAP30BP	SRP68	0.290777
PRKAR2A	KLHL18	0.290777
AGAP2	SPN	0.290747
CYTH4	LILRB3	0.290738
FCER1G	TRPV2	0.29069
TMEM161A	TECR	0.290674
ATP5F1D	THOP1	0.290672
ASH1L	RPRD2	0.290663
ZNF799	ZNF700	0.290661
SYF2	DNAJC8	0.290634
MNDA	RNASE6	0.290624
WAPL	MRPS16	0.290615
HAVCR2	PIK3R6	0.290604
FERMT3	IKZF1	0.290591
SETD5	NR2C2	0.290579
CD180	C3AR1	0.290557
APEH	IP6K1	0.290555
MYO1F	FCER1G	0.290532
DHX33	NCBP3	0.290532
AGAP2	SEPTIN1	0.290526
BTK	LCP2	0.290515
FIZ1	ZNF865	0.290499
GPR65	PTPN7	0.290481
GNL3	WDR82	0.290469
UMPS	SNX4	0.290468
VGLL4	SETD2	0.290457
ADGRF5	NOTCH4	0.29044
LCP2	HAVCR2	0.290428
MAP2K2	CSNK1G2	0.290374
COIL	C17orf80	0.290356
SASH3	CD226	0.290344
TUSC2	RRP9	0.290332
RBSN	DCP1A	0.290324
MED23	TSPYL4	0.290297
TM4SF18	COL4A1	0.290269
NCBP3	CRK	0.29026
DROSHA	CCDC127	0.290229
RANBP3	SF3A2	0.290211
RPA1	PSMB6	0.290195
PPP4R3A	CPSF2	0.290176
ADGRF5	ESAM	0.290153
TASOR	SETD2	0.290151
UBP1	GNL3	0.290144
MAPRE1	CPNE1	0.290133
TASL	AIF1	0.290118
MAP2K4	GLOD4	0.290111
PSME2P2	PSME2P1	0.290083
EIF3G	ZNF653	0.290057
PIK3CG	RHOH	0.290031
BTK	SIGLEC9	0.290025
TMEM258	ATP5MC2	0.290008
TRAF3IP3	IKZF1	0.289977
CCNA2	ARHGAP11A	0.28996
GIMAP8	PIK3R6	0.289937
XAB2	PIAS4	0.289892
GNA11	SGTA	0.289875
SCAP	BAP1	0.289858
PIK3CG	MS4A6A	0.289854
IL16	CASP4LP	0.289839
NIPBL	EXOC3	0.289808
PPM1A	GMFB	0.289772
MAP2K4	FXR2	0.289771
TRAF3IP3	PTPN7	0.289767
PGLS	MVB12A	0.289763
DOK2	SPN	0.289763
TMEM161A	GET3	0.289756
TADA3	CCDC71	0.289748
YIPF5	ZMAT2	0.28972
WDR48	RBM15B	0.289697
CCDC174	SETD2	0.289696
RASAL3	JAK3	0.289678
DROSHA	FASTKD3	0.289669
GPATCH1	LIN37	0.289648
ERGIC3	AAR2	0.289602
C5orf22	GOLPH3-DT	0.289578
TSPAN3	TRAK1	0.289566
PCDH17	MYCT1	0.289557
RTRAF	ERH	0.289546
RBM39	SS18L1	0.289517
BCAS4	MMAB	0.289498
PTPN23	EAF1	0.28947
PGM3	RWDD2A	0.289462
CD80	C3AR1	0.289452
FAM136A	CCT7	0.289449
RSL24D1	COPS2	0.289432
NCBP3	PRPF8	0.289367
NDUFS8	CLPB	0.289359
ATRIP	SETD2	0.289356
BTBD2	CSNK1G2	0.289317
ZBTB11	USF3	0.289306
GFUS	DGAT1	0.289275
CD226	SNX20	0.289267
PLCB2	SNX20	0.289234
PIK3CG	GIMAP1	0.289231
ARID4A	MIS18BP1	0.28922
POP4	COX6B1	0.289212
PLCB2	GIMAP8	0.289201
SHLD3	TAF9	0.289183
ZNF260	ZNF234	0.289164
ATAD2	MTBP	0.289161
DDA1	MRPL34	0.289155
DPH1	TSR1	0.289153
URI1	ANKRD27	0.289139
SPAG7	FXR2	0.289128
PSMD8	TIMM50	0.28912
OCIAD1	TMEM128	0.289052
PELP1	PFAS	0.289046
CD4	RASSF4	0.289037
ELAC2	PFAS	0.289023
RANBP3	MICOS13	0.289014
IFT46	ATP5MG	0.288973
ZNF260	ZNF224	0.28896
CD80	FERMT3	0.288949
RAB5A	KIAA1143	0.288933
RBM22	DDX46	0.288884
SELPLG	NCKAP1L	0.288873
NSUN2	NUP155	0.288868
DSTN	POLR3F	0.288867
PTPN23	USP19	0.288838
MMAB	FARS2	0.28883
ZBTB32	ACAP1	0.288818
RNGTT	ORC3	0.288811
RBFA	SLC66A2	0.288798
AAR2	NFS1	0.288793
RAE1	PSMA7	0.288776
ALKBH1	EIF2S1	0.288758
ITGAE	RASAL3	0.288755
NEK9	VIPAS39	0.288744
HSPA9	MRPS27	0.288736
BRPF1	SETD5	0.288708
CD37	PARVG	0.288703
CDK5RAP1	CPNE1	0.288695
PLCB2	IKZF1	0.288676
FCGR2A	RNASE6	0.288661
FAM193A	UVSSA	0.288647
STAB1	CD180	0.288646
XRN2	SNRPB2	0.288637
MLH1	CCDC71	0.288584
CD37	MS4A6A	0.288574
DHX33	MIS12	0.288561
KIF23	CCNB2	0.28856
FPR3	TRPV2	0.28854
ZNF527	ZNF420	0.288533
HASPIN	AURKB	0.288533
PTPN23	AZI2	0.288511
OTULIN	ICE1	0.28851
HMGN3	PHIP	0.288497
WDR82	SMARCC1	0.288467
SIL1	ATG7	0.288466
BRPF1	NR2C2	0.288453
TIMM13	FZR1	0.288449
ZNF416	ZNF283	0.288445
MRPS30	SKP2	0.288444
WAS	GIMAP8	0.288436
PSMF1	TBC1D20	0.288407
LY86	NCKAP1L	0.288406
MGME1	POLR3F	0.288402
COQ6	VIPAS39	0.288367
RNF123	WDR6	0.288326
FCER1G	TNFAIP8L2	0.288321
COPS3	PRPF8	0.288288
TASOR	CNOT10	0.288285
ATG2B	DICER1	0.288253
POLE2	TTLL5	0.288252
CRK	GEMIN4	0.288232
CEP131	LRRC45	0.288229
MARCHF1	FPR3	0.288209
GOLGA4	SETD2	0.288206
TBC1D23	ZNF148	0.288191
ZNF180	ZNF567	0.288175
VPS26B	NCAPD3	0.288166
ZNF330	SMARCA5	0.288156
CASZ1	PRELID2	0.288139
GIMAP6	C1orf162	0.288128
C1QBP	FXR2	0.288107
ESF1	SNRPB2	0.288073
ACAP1	NCKAP1L	0.288036
GLOD4	TSR1	0.288015
SUB1	RPL37	0.288009
SASH3	MYO1F	0.288005
BICRA	CLASRP	0.287974
CYTH4	CD86	0.287945
NCBP3	RNF167	0.287942
PNPLA6	RPL36	0.287931
DERL2	TIMM22	0.287922
ZNF566	ZNF224	0.287916
AREL1	VIPAS39	0.287888
PSMC3	NDUFS3	0.28788
GIMAP6	ARHGAP30	0.287876
ZNF461	ZNF234	0.287869
TYROBP	SIGLEC9	0.287858
ARHGAP25	PIK3R6	0.287857
NCKAP1L	GIMAP8	0.287822
CD4	AIF1	0.287808
PIGH	ISCA2	0.287803
NLRC3	GNG2	0.287787
VPS53	KIAA0753	0.287783
WDR48	LZTFL1	0.28778
TMEM33	FAM193A	0.287775
BAZ1B	NCAPG2	0.287766
SLC25A38	WDR82	0.287744
PDE12	SETD2	0.287738
RPL15	CCDC71	0.287735
ZEB2	SLC39A13-AS1	0.287733
MAP2K2	PIN1	0.28773
ACAP1	SNX20	0.287727
TNPO3	DNAJC2	0.287722
SLC39A9	SNW1	0.287722
FCER1G	CCR1	0.287708
ICE1	PAIP1	0.287703
NMRAL1	NSMCE1	0.287701
SUB1	TARS1	0.287675
ATXN3	VCPKMT	0.287629
WDR48	PLXNB1	0.287624
FLAD1	VPS72	0.287591
ABCB1	GNG2	0.287588
SMG6	ANKFY1	0.287571
SYPL1	WASL	0.287554
RRP9	WDR82	0.287542
MAP4	TATDN2	0.28754
XAB2	MICOS13	0.287529
UBE2K	ADD1	0.287527
GOLGA5	TRIP11	0.287516
TMEM115	MTMR14	0.287493
MED29	LSM14A	0.287473
GEMIN6	DPY30	0.287465
LYAR	LETM1	0.287457
SLC39A9	ISCA2	0.287433
ANKRD44	FAM78A	0.287431
SCAP	APEH	0.287415
TUBGCP3	TFDP1	0.287412
RANBP3	SLC39A3	0.287404
ATG5	GTF3C6	0.287394
SASH3	GNG2	0.287385
VTA1	PARLP2	0.287384
TUSC2	SPCS1	0.287373
WAS	AGAP2	0.287367
PREX1	IKZF3	0.287365
PAFAH1B1	YWHAE	0.28735
GTF3C2	CPSF3	0.287345
CD37	PLCB2	0.287342
PSEN1	VIPAS39	0.287333
CD33	GIMAP6	0.287306
MDM4	RUSC1-AS1	0.287294
PAFAH1B1	NCBP3	0.28729
TSEN2	RPL14	0.287289
CLIP2	CASZ1	0.287284
LMF1	SLC25A26	0.28728
MEF2C	A2M	0.287272
CDADC1	GPALPP1	0.287233
RAB11B	RPS28	0.287222
TESPA1	CASP4LP	0.287206
DNPEP	CNOT9	0.287196
XPC	RNF123	0.287189
TYROBP	STAC3	0.287181
TMEM219	NSMCE1	0.287181
NADK2	ICE1	0.287177
ITGAX	MNDA	0.287142
TARS1	ICE1	0.287138
BRD9	MRPL36	0.287137
WAS	CD33	0.287134
ZCCHC9	UTP15	0.287129
TMEM128	NELFA	0.287118
C18orf21	HAUS1	0.287109
RICTOR	ZNF131	0.287103
SF3A2	PIAS4	0.287094
ZNF142	USP37	0.287085
CSNK1G2	MICOS13	0.287075
VAMP7	FUNDC2	0.287057
USP14	YES1	0.287043
BTBD7	UBR7	0.287
MYCT1	ROBO4	0.286977
HMGB1P5	HMGB1P6	0.286956
RANBP3	MLLT1	0.286948
MICALL1	C22orf23	0.286935
TARS1	DNAJC21	0.286932
KDR	ARHGEF15	0.286927
ARHGAP9	GIMAP1	0.286926
ZNF16	ZNF250	0.286898
BRIX1	CCT5	0.286886
GOLPH3	RAD1	0.286885
SIGLEC9	MNDA	0.286877
PPP2R1A	RUVBL2	0.286867
SGSM2	NEURL4	0.286859
PPP2CB	VPS37A	0.286835
FASTKD3	RICTOR	0.286815
RAD54L2	QRICH1	0.286791
SCAF1	ZNF865	0.28679
TMEM43	RPL15	0.28678
MED29	TIMM50	0.286776
POLA2	PSMA1	0.286749
WDR82	PDE12	0.286737
GPATCH1	EID2	0.286737
ACVRL1	DIPK2B	0.286729
SETD1A	FBRS	0.286722
TARS1	CCDC127	0.286707
SCAP	USP19	0.286701
ZNF180	ZNF571	0.286675
PRUNE1	ARNT	0.286659
DSCC1	TBC1D31	0.286654
FAM78A	SEPTIN1	0.286651
CYB5R3	SLC25A17	0.286642
ZNF639	UBXN7	0.286638
DHX33	GLOD4	0.286605
SH3BP2	TNIP2	0.286603
FIG4	CDC40	0.286599
RPL28	FIZ1	0.286598
ZFR	CPLANE1	0.286592
ZNF146	LSM14A	0.286589
EIF4E	AIMP1	0.286576
CD37	ARHGEF6	0.286576
NCKAP1L	CASP4LP	0.286568
CDC40	KPNA5	0.286564
ABI3	ARHGAP25	0.286553
BRPF1	ATRIP	0.286549
L2HGDH	NAA30	0.286524
SPCS1	SLC25A38	0.28651
FKBP3	ISCA2	0.28649
THUMPD3	BAP1	0.286486
ZNF112	ZNF222	0.286473
LSG1	DNAJC19	0.286446
RTN4IP1	PDSS2	0.286423
PCDH12	KDR	0.286389
PHRF1	RIC8A	0.286373
IFFO1	NCKAP1L	0.286354
ALKBH1	LIN52	0.286329
QTRT1	RPS28	0.286319
LSM4	UBA52	0.286293
WDR48	SLC25A38	0.286256
SGTA	C19orf25	0.286249
KARS1	DDX19A	0.286248
WAS	ITGA4	0.286246
TYROBP	DOK2	0.286239
STAU1	CPNE1	0.286239
MCM9	SNX14	0.286239
CD300C	LRRC25	0.286214
ARPP19	USP8	0.286206
PDCD6IP	SETD2	0.286197
ZZZ3	USP33	0.286196
WDR1	TNIP2	0.286186
RNF167	TIMM22	0.286186
SLC39A9	PPP4R3A	0.286183
SIL1	MACROD1	0.286182
RAB5A	CCDC71	0.286178
TADA3	USP19	0.286161
EIF1B	APPL1	0.286144
POLR2E	MED16	0.286141
GPR4	GIPC3	0.286119
TTC33	PRKAA1	0.286109
LPXN	ARHGAP25	0.286088
MPP1	FPR3	0.286067
FAM72B	FAM72A	0.286058
PRKAR2A	CNOT10	0.286037
NOVA2	EXOC3L2	0.286037
HAVCR2	ARHGAP30	0.286025
ZEB1	CD34	0.285979
CNOT10	RPL14	0.285975
MT-ATP6	MT-ATP8	0.285968
BICRA	PTOV1	0.285966
GORASP1	ZNF621	0.285954
IP6K1	SETD2	0.28595
TIMM50	RBM42	0.285949
FCGR2A	CD300A	0.285948
FANCD2	NR2C2	0.285941
MAP3K13	PIK3CA	0.285935
CLPTM1L	MRPL36	0.285911
TNFAIP8L2	CCR1	0.285906
UBR7	LIN52	0.285903
LSM7	LMNB2	0.285895
CCDC174	TADA3	0.285885
PDCD6IP	PDE12	0.285844
CD226	IL16	0.28584
COX10	SENP3	0.285837
EEF1A1P9	EEF1A1P19	0.285835
NFKB1	SEC24B	0.285809
DPH2	USP24	0.285808
ANKRD44	DOCK2	0.285783
C5orf22	SKP2	0.28576
FGR	ITGAX	0.285759
RAD54L2	CNOT10	0.28575
CSTF1	DDX27	0.285745
TIE1	ROBO4	0.285732
CBY1	DNAL4	0.285721
TENT4A	NIPBL	0.285719
SOS2	SAV1	0.285702
SUGP2	MAU2	0.285672
NLRC3	IL16	0.28567
GLOD4	ANKFY1	0.285659
MS4A6A	TASL	0.285651
WRAP53	PRPF8	0.285625
CTDSPL2	LRRC57	0.285604
XRN2	CRNKL1	0.285601
RASSF4	FCER1G	0.285599
MRPS31	MED4	0.285588
PCDH12	TM4SF18	0.285577
ARIH2	CNOT10	0.285552
ZNF230	ZNF234	0.285538
TTPAL	RALGAPB	0.285513
VPS50	SYPL1	0.285484
SNX3	ORC3	0.285477
RTN4IP1	NSMCE1	0.285468
RAD18	UBP1	0.285441
MPP1	SLC8A1	0.285417
BTK	PIK3R5	0.285412
ZZZ3	C1orf52	0.285405
CD300C	CD14	0.285384
DCUN1D2	NAXD	0.285361
DIPK2B	NOTCH4	0.285355
CD180	TNFAIP8L2	0.285349
ADGRF5	EXOC3L2	0.285328
MRPS7	ALYREF	0.285317
RALGAPB	CPNE1	0.285315
PAFAH1B1	PFN1	0.2853
ANKRD44	PTPN7	0.2853
