GenA	GenB	MI
ZFR	RAD1	0.2809
GIMAP6	PIK3R5	0.28089
ZNF639	ACTL6A	0.280875
PLVAP	NOTCH4	0.280858
TIMM50	PAK4	0.280843
GORASP1	CCDC174	0.280793
POLA2	BCL7C	0.280776
STT3A	EI24	0.280758
ZNF671	SEPTIN1	0.280745
TBXAS1	LRRC25	0.280719
ADD1	NELFA	0.280699
CHPF	TMEM198	0.280693
IFFO1	TMEM273	0.280691
RFC1	MRFAP1	0.280683
SETD5	ZNF445	0.28067
BTK	ARHGAP30	0.280666
UBE2R2	SMU1	0.280639
CD37	DOK2	0.280606
PIAS4	CHAF1A	0.280596
NCBP3	CNTROB	0.280593
ZNF433	ZNF442	0.28058
WAS	BIN2	0.280578
BRD9	DROSHA	0.28057
NCKAP1L	MYO1G	0.28055
SAMD4B	SUPT5H	0.280546
DHX38	ATXN1L	0.280503
WDR1	MRFAP1	0.280494
PIGG	ZNF721	0.280465
PPIB	PDIA3	0.280459
CORO1A	DOCK8	0.280447
WAS	LAPTM5	0.280445
EPB41L4A	EPB41L4A-DT	0.28043
EAF1	BRPF1	0.280417
TM4SF18	GJA4	0.280409
SNRPC	WDR46	0.280403
ARCN1	PAFAH1B2	0.280392
ZEB2	FPR3	0.280377
SPCS1	QRICH1	0.280349
ARL17A	LRRC37A2	0.280344
SETD2	CNOT10	0.280343
WDR82	DCP1A	0.280337
LCP2	ARHGAP30	0.280294
DCAF1	NME6	0.280259
BCL7C	UQCC5	0.280251
SLC25A11	FXR2	0.280234
ZZEF1	CTC1	0.280231
GORASP1	BRPF1	0.280229
SLC25A26	ATG7	0.280198
ST8SIA4	ARHGAP25	0.280176
NAA50	TRMT10C	0.28017
YJU2B	DCAF15	0.280157
SDF2L1	CRELD2	0.280121
PIGX	XXYLT1	0.280111
TOMM22	PHF5A	0.280051
AAR2	CPNE1	0.280044
NUP88	RPA1	0.280038
ZEB2	SLC39A13-AS1	0.280031
TYROBP	ADAP2	0.28003
ERGIC3	CPNE1	0.280007
ABI3	TASL	0.280004
LRRC32	DIPK2B	0.279993
TAF2	FAM91A1	0.279979
CAPN7	SETD2	0.27988
BTK	CORO1A	0.279853
SNX20	PIK3R6	0.27984
LSM12	LSM12P1	0.279828
POLA2	ETFB	0.279826
SGTA	HDGFL2	0.279796
POGK	TADA1	0.279791
RAB28	TAPT1	0.279786
SASH3	CCR1	0.279779
UBE2I	RNPS1	0.279769
POLR2K	FAM91A1	0.279742
RPLP2	LYRM4	0.279718
PPP2R1A	RUVBL2	0.279715
KHSRP	CHAF1A	0.279712
MRPL51	USP5	0.279707
DHX30	IFRD2	0.279698
REXO2	PAFAH1B2	0.27968
USP4	USP19	0.279662
ACAP2	ACTL6A	0.279638
IP6K1	CNOT10	0.279621
RNF4	HAUS3	0.279577
EAF1	UBP1	0.279552
MAP2K4	PSMB6	0.279504
HSPA12B	JAM2	0.279497
ACAP2	UBXN7	0.279491
S1PR1	ARHGEF15	0.279488
TTC1	NSMCE1	0.279486
MRPS30	NIPBL	0.279483
RTN4IP1	MICOS10	0.279466
WDR6	QRICH1	0.279446
SHOC2	SMNDC1	0.279446
BRIX1	CCT5	0.279432
ERGIC3	AAR2	0.279397
WDR48	BRPF1	0.279392
TTK	MMS22L	0.279392
PPP2R1B	SRPRA	0.279388
MYCT1	PECAM1	0.279363
PIK3R5	SEPTIN1	0.279357
ZC3H15	WDR75	0.27934
MRPS31	MTRF1	0.279332
CRBN	FGD5-AS1	0.279324
BTK	PTPN7	0.279317
KDR	ESAM	0.279302
RPS15	LSM7	0.279283
VAMP7	MTM1	0.279237
DTYMK	COPS9	0.279234
TYROBP	ITGAX	0.279229
WDR70	NIPBL	0.279187
NUP88	PSMB6	0.279182
RICTOR	DNAJC21	0.279174
TYROBP	LILRB3	0.279147
TUSC2	DCAF1	0.279146
RPA1	PSMB6	0.27914
MYO1F	GNG2	0.279138
CLEC2D	IL16	0.279116
PPP4R3A	YY1	0.279109
ABI3	GPR65	0.279081
CD37	RAB33A	0.279066
PDCD11	NOC3L	0.279062
TESPA1	FERMT3	0.279055
PCYT1A	SENP2	0.279044
JAM2	CD34	0.279043
CSNK2A1	MRPS26	0.279024
BRPF1	NR2C2	0.279011
DOCK2	DOK2	0.278974
CD37	PLCB2	0.278972
SIL1	TMEM258	0.278967
AK3	UHRF2	0.278951
GPR65	FPR3	0.278936
CIT	TROAP	0.27892
TMEM219	DISP1	0.278917
LSM3	CNOT10	0.278913
CD226	GNG2	0.278908
ZEB2	SLC8A1	0.278907
HAVCR2	MARCHF1	0.278901
RASSF4	FCER1G	0.278874
IKZF1	ARHGAP30	0.278865
RPS25	STT3A	0.278849
SNX20	GNG2	0.278841
PSMA1	LCMT1	0.2788
TMEM267	ZNF131	0.278758
ALKBH1	ISCA2	0.278748
RBSN	USP19	0.278742
DHX38	SF3B3	0.27874
ARHGEF6	GIMAP1	0.278728
RTN4IP1	RPLP2	0.278721
ELOB	MIGA1	0.278677
LYRM2	SIL1	0.278675
ADAMTS2	LRRC32	0.278674
MRPS31	MED4	0.278651
PRKAR2A	ATRIP	0.278647
EIF1B	EAF1	0.278647
EAF1	FGD5-AS1	0.278647
FARS2	ALG1L1P	0.278643
ABI3	PARVG	0.278625
PAK4	SUPT5H	0.278615
AKNA	SPN	0.278603
MARCHF6	ZNF131	0.278602
UBE2W	ELOC	0.278597
ARHGEF6	TAGAP	0.278579
APOBEC3H	MAP4K1	0.278572
APBA3	CACTIN	0.278567
RASGRP2	IL16	0.27853
ERLEC1	TMEM214	0.278515
MRPL32	CCT6A	0.278471
KLHL18	ARIH2	0.278467
SAP18	ZDHHC20	0.278459
BCAS4	CASZ1	0.278435
TFG	TOMM70	0.278434
NARS2	ALG8	0.278431
PIK3CG	ST8SIA4	0.27843
SGIP1	LDB2	0.278429
RAB5A	SACM1L	0.278422
GSPT1	RSL1D1	0.278422
MED23	SCAF8	0.278373
CYTH4	ST8SIA4	0.278345
TRPM2	RPLP2	0.278343
ZFR	RIMOC1	0.278331
LPXN	MYO1F	0.27833
SASH3	GPSM3	0.278312
CDKN3	DLGAP5	0.278312
CMPK2	DDX60	0.278296
BTK	CCR1	0.278296
POLA2	SMUG1	0.278283
DBR1	MSL2	0.278235
PSMD3	SYNRG	0.278217
NUP155	MARCHF6	0.278213
FARS2	DISP1	0.278212
CCDC90B	TMEM126B	0.278212
RTN4IP1	LCMT1	0.278208
RAB33A	GNGT2	0.278203
IFFO1	SASH3	0.27819
ABCA6	JAM2	0.278135
OTUD4	USP38	0.278127
PIK3C2A	SPTY2D1	0.278115
MAP4K1	AKNA	0.278109
WAS	CD33	0.278073
WAPL	CHUK	0.27805
MAP2K4	TIMM22	0.278046
MARCHF6	CCDC127	0.278031
ABCF1	WDR46	0.278031
NOVA2	ESAM	0.27803
PDGFRB	JAM2	0.278014
IFFO1	GPR65	0.277935
PAIP1	PAIP1P2	0.277912
SPRTN	EXOC8	0.277898
NAF1	OTUD4	0.27788
RAMP3	S1PR1	0.277862
PRPF31	MBOAT7	0.277859
CYTH4	ARHGAP30	0.277858
RAF1	DCAF1	0.277856
DEDD	B4GALT3	0.277847
RAB33A	ARHGAP25	0.277846
WAPL	TNKS2	0.277825
UBP1	PDCD6IP	0.277781
PPP1R7	NDUFA10	0.277781
PDE12	SETD2	0.277766
ELOB	CORO7	0.277758
TNFRSF1B	RHOH	0.277751
NCAPH	BUB1	0.277741
TMEM115	USP19	0.277736
CAMTA2	CTC1	0.277727
RICTOR	ZNF131	0.277699
WAS	ZNF671	0.277686
TRIP11	CPSF2	0.277671
MAP2K2	HDGFL2	0.277658
DPH1	PRPF8	0.277658
SMUG1	RPLP2	0.277653
ABI3	RAB33A	0.277648
NUP155	CCT5	0.277638
SGIP1	ANGPTL2	0.277634
ADGRF5	CLEC14A	0.277619
PIAS4	MLLT1	0.277612
MRPS30	DROSHA	0.277604
ZPR1	RPS25	0.277592
PLVAP	GJA4	0.277592
NUP54	SDAD1	0.277588
EMCN	A2M	0.27757
ASB16	ASB16-AS1	0.277557
NFKB2	RELB	0.277475
PUS3	EI24	0.277464
CSTF2	TIMM8A	0.277415
ATRIP	ARIH2	0.277409
ZNF227	ZNF180	0.277401
CHEK1	HMBS	0.277379
PLCG1	LSM14B	0.277368
SASH3	SFMBT2	0.277352
PSMB6	MRM3	0.277335
RASAL3	IL18RAP	0.277326
CASP3	IRF2	0.277316
RTF2	ATP5F1E	0.277305
ZNF566	ZNF420	0.277296
ZNF585A	ZNF461	0.277239
TNFRSF4	HNRNPA1P21	0.277231
PPP2CB	VPS37A	0.277218
CMPK2	IFIT5	0.2772
MAIP1	NIF3L1	0.27718
TMEM33	MRFAP1	0.277171
SIGLEC9	OSCAR	0.277168
FERMT3	LY96	0.27713
TBC1D20	ZCCHC3	0.277129
TYROBP	C1orf54	0.277126
FERMT3	SEPTIN1	0.277122
COPB1	ARFIP2	0.277099
DOK2	GIMAP8	0.277089
MYO1F	MNDA	0.277088
RNF216	INTS15	0.277073
ADGRF5	EXOC3L2	0.277062
C5orf22	BRIX1	0.277047
SMUG1	NMRAL1	0.277025
PRPF8	CTDNEP1	0.277003
NEK4	RNF123	0.27698
CCNC	GTF3C6	0.276964
ZC3H3	MROH1	0.276953
SNRPN	MMAB	0.276936
AKNA	TESPA1	0.276925
MFNG	TRPV2	0.276922
ELOB	ARRB1	0.276878
DPAGT1	SRPRA	0.276878
GSK3B	NAA50	0.276863
MRFAP1L1	NELFA	0.276827
SETD2	DCP1A	0.276824
NUP43	SCAF8	0.276816
MRPS12	EIF3K	0.276808
APBB1IP	MS4A6A	0.276801
PSMD10	PDZD11	0.276787
CEP55	KIF20B	0.276774
NCBP2	FYTTD1	0.276773
USP34	ASXL2	0.276741
HTATSF1	MMGT1	0.276739
NSUN2	DNAJC21	0.276723
POLA2	TMEM258	0.276698
RANBP3	CSNK1G2	0.276687
TESPA1	GNG2	0.276676
ZNF527	ZNF461	0.276668
RNGTT	QRSL1	0.276638
UBP1	CLASP2	0.276582
CLUH	MYBBP1A	0.276579
SHARPIN	ZFTRAF1	0.276557
PBRM1	QRICH1	0.276552
GYPC	GNG2	0.27654
CTNNBL1	LCMT1	0.276523
CD4	MS4A7	0.276505
ZNF7	SHARPIN	0.276487
ZEB2	GIMAP1	0.27646
TLR4	MNDA	0.27644
NDUFAF4	RPF2	0.276424
GID8	LSM14B	0.276423
PHF23	FXR2	0.276421
SETD5	FGD5-AS1	0.276419
ZBTB11	PCNP	0.276341
SURF6	TRUB2	0.276322
GOLPH3	DNAJC21	0.276315
RAB33A	MYO1F	0.276313
RIGI	IFIH1	0.27631
RPL32	CCDC12	0.276296
ECSIT	QTRT1	0.276282
ZNF142	ATG9A	0.276281
LPXN	ARHGAP25	0.276262
SPCS1	PSMD6	0.276243
ELOB	PITPNC1	0.276243
ACTR5	AAR2	0.276238
GNA11	FZR1	0.276228
ZNF623	ZNF696	0.27621
GAB3	TNFAIP8L2	0.276201
PDGFRB	PTGIR	0.276197
RASAL3	ABI3	0.276176
SMARCAL1	RETREG2	0.276165
COX10	CLUH	0.276162
POLR2K	ATP6V1C1	0.27616
ADGRF5	VWF	0.27615
HSPA12B	EMCN	0.276146
PDAP1	CPSF4	0.276133
C1orf162	TRPV2	0.276121
PAFAH1B1	NCBP3	0.276116
POLR2L	PSMD13	0.276114
PIK3CG	ZEB2	0.276101
LSG1	DCUN1D1	0.276082
RAB3GAP2	FBXO28	0.276058
RAD23B	UBQLN1	0.27602
ZNF45	ZNF230	0.276011
GIMAP6	GNG2	0.276008
LSG1	ACAP2	0.276003
RAD18	LSM3	0.275987
SMUG1	GALNT14	0.275981
KRTCAP2	RUSC1-AS1	0.275957
CHMP7	CNOT7	0.275955
PDCD2	FAM120B	0.275943
MRPS30	TARS1	0.275935
PIK3R5	FPR3	0.27592
ANKRD44	IKZF1	0.275903
UFM1	NHLRC3	0.275889
SUB1	NIPBL	0.275883
RTN4IP1	PPCDC	0.275865
ANAPC4	SEPSECS	0.275865
ZNF671	PIK3R5	0.275848
PIGU	ATP5F1E	0.275831
RAF1	UBP1	0.275819
ATP11B	ACAP2	0.275819
PIK3R5	GIMAP1	0.275804
CUL3	AAMP	0.275803
ATP5F1E	SDHAF2	0.275803
PMP22	PDGFRB	0.275768
TNFRSF1B	LCP2	0.275766
ABI3	HAVCR2	0.275758
TIMP2	EFEMP2	0.275752
GPR65	ARHGAP25	0.275751
UBP1	DPH3	0.275735
PSMA1	ATP5MC2	0.275735
LAMTOR3	METAP1	0.275732
CCDC174	SETD2	0.275728
RRP9	RAD54L2	0.275722
NSFL1C	SNRPB	0.275709
ITGAE	NLRC3	0.275684
NCBP3	SLC25A11	0.275668
PACS2	BRF1	0.275659
LCP2	MYO1G	0.275652
ARHGAP9	GNGT2	0.275641
RAB33A	CD226	0.27559
STAB1	CSF1R	0.275589
TIMM22	GEMIN4	0.275583
NCKAP1L	SIGLEC9	0.275579
BCL7C	MACROD1	0.275573
CD93	LDB2	0.27554
ATP5F1D	MAP2K2	0.275535
MLH1	SLC25A38	0.275483
POLRMT	RPS15	0.275475
WDR48	IP6K1	0.275467
CASP8AP2	CDC40	0.275461
CHRAC1	RAD21	0.275456
PAFAH1B1	RNF167	0.275429
TRAF3IP3	FAM78A	0.275428
THUMPD3	NME6	0.27542
PIK3C2A	USP47	0.275417
TAF4	SS18L1	0.275407
C1orf43	UBE2Q1	0.275399
TBXAS1	FCER1G	0.275397
AP1AR	DNAJB14	0.275396
FAAP20	NSMCE1	0.275394
FXR1	DNAJC19	0.27539
RPS25	BUD13	0.275361
SNRPN	RPLP2	0.275358
SEPSECS	LIAS	0.275356
CDC16	CUL4A	0.275354
ELF2	RAB33B	0.275346
CYTH4	HAVCR2	0.275333
TIE1	KDR	0.275328
DHX33	SCO1	0.275325
TIMP2	GGT5	0.275318
SMUG1	ARRB1	0.275305
FXR2	CTDNEP1	0.275301
GYPC	GIMAP1	0.275267
ZFR	DROSHA	0.275253
RRP9	PDE12	0.275234
JAK3	LCK	0.27521
NUP98	RRP8	0.275181
GSK3B	ZNF148	0.275181
TRMT6	MCM8	0.27518
PAFAH1B2	TRAPPC4	0.275179
APBB1IP	ARHGAP30	0.275173
LY86	GPR65	0.275168
LAT2	GPR65	0.275158
CDK5RAP1	CHMP4B	0.275147
MRPS30	DNAJC21	0.275139
TAF4	RALGAPB	0.275127
TEK	ACVRL1	0.275122
PSMD10	HNRNPH2	0.27511
RECQL	ZNF384	0.275102
C8orf33	HGH1	0.275098
IKZF1	TRPV2	0.275097
ZFR	C5orf22	0.275092
COPS7B	GIGYF2	0.275069
ICE1	ZNF622	0.275067
MARCHF1	CSF1R	0.275042
RNGTT	SYNCRIP	0.275029
RAD1	SKP2	0.275007
CNOT9	RPE	0.274997
PPP4R2	PBRM1	0.274981
PSMB1	PCMT1	0.274957
ARFIP2	BET1L	0.274948
MAP2K2	LSM7	0.27494
ZNF142	AAMP	0.274934
LCP2	GPSM3	0.274926
VAMP7	DKC1	0.274921
MTRF1	GPALPP1	0.274912
MS4A6A	TASL	0.274909
WAS	KCNAB2	0.274858
THUMPD3	CNOT10	0.274834
SMUG1	RPS21	0.274821
REXO1	PIAS4	0.274811
CTBP1	PCGF3	0.274811
RBM7	ARCN1	0.274774
CDADC1	GPALPP1	0.274773
ZNF146	ZNF567	0.274772
DISP1	SDHAF2	0.274677
RPS5	RPS11	0.274669
C5orf22	RIMOC1	0.274657
SELPLG	GPR65	0.274625
XRN2	CRNKL1	0.274623
TNFRSF1B	DOCK2	0.274622
PEX3	PPIL4	0.274616
TBXAS1	SIGLEC9	0.274589
TMEM126B	RAB6A	0.274584
RTF2	DNTTIP1	0.274573
ZCCHC4	HAUS3	0.274565
TBC1D23	PCNP	0.274546
ANAPC11	GPS1	0.274502
BAG4	LSM1	0.274497
JAK3	IL16	0.274488
UTP18	MRPS23	0.274475
GRPEL1	TNIP2	0.274451
MFNG	SNX20	0.274433
SENP2	MFN1	0.274378
SMARCC1	RBM15B	0.274373
ACAA1	SACM1L	0.27437
ARHGAP25	GNG2	0.274369
NLRC3	ARHGAP30	0.274355
RASAL3	RASSF4	0.274313
SNW1	ACTR10	0.274282
TARS1	NUP155	0.274278
CD86	SIGLEC9	0.274272
PSMG2	PTPN2	0.274223
ANKRD18A	FAM201A	0.274215
PDCD10	NDUFB5	0.274203
RNASE6	ZEB2	0.2742
SCAP	RAD54L2	0.274177
DHX8	EFTUD2	0.274172
PIK3CG	GPSM3	0.274151
NSD2	HAUS3	0.274132
GNGT2	GNG2	0.27411
FAM193A	LETM1	0.274108
DCUN1D1	WDR53	0.274085
CD86	GAB3	0.274085
PSEN1	ALKBH1	0.274069
ZNF330	OTUD4	0.274056
STK11IP	ANKZF1	0.274042
CD93	LRRC32	0.274024
HOXD8	HAGLR	0.274019
FKBP3	SNW1	0.274013
CUL3	TRIP12	0.274006
ABI3	SPN	0.273992
TNFRSF1A	LTBR	0.273973
SAP18	MICU2	0.273971
KARS1	NUTF2	0.273953
SNRPB2	POLR3F	0.273949
JAK3	MYO1F	0.273942
WDR1	GRPEL1	0.273922
WAS	JAK3	0.273893
RPS25	RNF214	0.273828
TRNT1	GORASP1	0.27381
LAMTOR3	DNAJB14	0.273798
C7orf50	ATOX1	0.273796
EIF4E2	TRIP12	0.273795
RASAL3	DOK2	0.273781
PLD2	MINK1	0.273781
NCBP3	NUP88	0.273768
SLC25A26	FARS2	0.273733
BRD9	MARCHF6	0.273726
FAM78A	HAVCR2	0.27372
DCTD	FBXO8	0.27372
PLCB2	GIMAP1	0.273717
MRFAP1	BLOC1S4	0.273688
PPCDC	MICOS10	0.273681
TAF2	RAD21	0.273655
GNL3	PBRM1	0.273643
TCEAL8	TCEAL9	0.273619
ANAPC4	MRFAP1L1	0.273591
PCDH12	CD34	0.273589
ZC3H15	CWC22	0.273579
RBSN	RAF1	0.273564
MRPL18	DYNLT1	0.273531
RPTOR	GPS1	0.273486
WAS	CLEC2D	0.273483
UVSSA	PIGG	0.27348
SUPT20H	COG6	0.273459
CAPN7	THUMPD3	0.273456
NUP85	SRP68	0.273449
TIMM8B	PAFAH1B2	0.273444
NAA38	MRPL33	0.273439
GON4L	ZNF687	0.273411
SMARCC1	ARIH2	0.27338
MRPL17	RIC8A	0.273353
CCT5	ZNF131	0.273342
ZNF343	NOP56	0.273339
KIAA1143	USP19	0.273327
SPCS1	GNL3	0.27328
NIP7	E2F4	0.273278
CD86	GPR65	0.273258
CNPPD1	CNOT9	0.273254
SEPTIN1	GIMAP1	0.273249
KIAA1143	RBM15B	0.273244
RAB3GAP2	BROX	0.273235
DCTD	RWDD4	0.273235
PRMT1	RUVBL2	0.273233
ABCE1	RWDD4	0.27323
WAS	IKZF3	0.273228
ATOX1	NAA38	0.273209
DROSHA	SUB1	0.273189
FLT4	NOVA2	0.273179
ZNF566	ZNF567	0.273169
RAD1	CCT5	0.273158
TENT4A	MTRR	0.273152
ZNF468	ZNF611	0.27315
ZNF81	ZNF674	0.273143
ACTR5	DDX27	0.273142
MYO1G	SNX20	0.273134
WBP4	ZC3H13	0.273124
ARPC4	BRK1	0.273108
KIAA1143	WDR82	0.273097
AGAP2	SPN	0.27309
NCKAP1L	DOCK10	0.273081
IFI44	MX1	0.273026
ARHGAP25	TAGAP	0.272997
ZNF841	ZNF432	0.272974
ACAP2	FYTTD1	0.272967
CD33	MYO1F	0.272961
IFFO1	PLXNC1	0.272941
GASK1B	LDB2	0.272936
XPO7	CHMP7	0.272923
RPRD1B	DDX27	0.272911
DIDO1	TAF4	0.272899
SDHAF2	UQCC5	0.272894
RRP9	MON1A	0.272887
ZNF227	ZNF230	0.272885
TNFRSF1B	SELPLG	0.272884
TPGS1	ADAT3	0.272836
TRAF3IP3	SPN	0.272795
TMEM44	TMEM44-AS2	0.272785
ZNF142	GIGYF2	0.272783
MROH1	ZFTRAF1	0.272759
BTK	IRF8	0.272755
ST8SIA4	SASH3	0.272754
CYTH4	SEPTIN1	0.272752
CD37	GNG2	0.272721
SIL1	CORO7	0.272688
RBSN	CNOT10	0.272687
HIKESHI	TMEM126A	0.272653
PAFAH1B1	PRPF8	0.272621
UBP1	SETD5	0.272528
GNG2	TRPV2	0.272497
DVL2	NEURL4	0.272466
DDX39B	LY6G5B	0.272404
MRPS7	SRP68	0.272398
MAP4K1	SELPLG	0.272385
HTATSF1	PHF6	0.272353
DNTTIP1	ACOT8	0.272344
DNPEP	ATIC	0.27234
PHF23	TSR1	0.272326
XPO5	POLR1C	0.272323
SIL1	MIGA1	0.272309
CYTH4	IKZF1	0.272299
UTP25	HEATR1	0.272283
ZBTB49	NELFA	0.272276
MEF2C	JAM2	0.272269
PDSS2	CEP57L1	0.27226
TYROBP	CD14	0.27224
UQCRC1	EXOSC7	0.27222
SCAP	QRICH1	0.272214
ZW10	NKAPD1	0.272191
OTUD5	WDR45	0.272179
TRAF3IP3	MYO1F	0.272175
MFNG	RASAL3	0.272173
MS4A7	TRPV2	0.272169
PUM3	FOCAD	0.272162
CD4	SIGLEC9	0.272158
ABCB1	GIMAP6	0.272142
COPS3	TOP3A	0.272117
ELOB	COPS9	0.272082
TTC33	DNAJC21	0.27208
GJA4	ARHGEF15	0.272079
RAD1	FASTKD3	0.272068
DVL3	OPA1	0.272066
TBCCD1	UBXN7	0.272044
CCNC	RARS2	0.272041
CYTH4	GNG2	0.272016
RNF214	PAFAH1B2	0.272013
STK25	DTYMK	0.271986
UBE2A	NKAP	0.271978
RNF6	NUP58	0.271975
ARHGEF6	ARHGAP25	0.271965
WDR82	SMARCC1	0.271964
NUP54	ENOPH1	0.271964
TIAL1	MCMBP	0.271953
CRTC2	YY1AP1	0.271953
BUD13	RNF214	0.271911
SETD5	NR2C2	0.271906
PSEN1	NUMB	0.271868
PRKAR2A	IFRD2	0.271843
UBR5	VIRMA	0.271803
CYTH4	RASSF4	0.271765
PDGFRB	CD93	0.271757
DCUN1D1	ACAP2	0.271755
CSTF1	STAU1	0.271752
BAP1	RAD54L2	0.271745
NSMCE1	MZT2A	0.271672
PDGFRB	ACVRL1	0.271588
NADK2	DNAJC21	0.271552
PIK3C2A	NUP98	0.271509
PPP1R7	EIF4E2	0.271496
ACVRL1	ROBO4	0.271491
NELFE	ABCF1	0.271474
VAMP7	IKBKG	0.271464
FAM78A	TAGAP	0.271458
APOBEC3H	RASAL3	0.271424
FCER1G	ADAP2	0.271423
ATP5MC2	NDUFA9	0.27142
VPS8	ABCF3	0.271402
ADD1	TNIP2	0.271397
ZNF671	MYO1F	0.271389
SPCS2	COA4	0.271379
ATP5F1E	RPLP2	0.271373
ZNF330	SMARCA5	0.271358
PSMD3	RAB5C	0.271341
A2M	ARHGEF15	0.271328
CD4	IL16	0.271324
WAS	ITGA4	0.271295
LY86	C1orf54	0.271284
DLL4	TM4SF18	0.271269
EAF1	PDCD6IP	0.271265
ATIC	SMARCAL1	0.271255
ATG3	QTRT2	0.271254
GNL3	WDR82	0.271242
EPN1	HSPBP1	0.271242
RBSN	CCDC174	0.271236
TOMM40P4	C2orf27A	0.271235
WBP4	NAA16	0.271216
RNF4	WDR1	0.271216
WAS	MNDA	0.271207
LRRC25	SLC39A13-AS1	0.271188
EI24	HMBS	0.271186
DTX3L	PARP14	0.27118
RRP9	CNOT10	0.271179
TUBGCP3	PCID2	0.27117
ZNF687	RPRD2	0.271164
FYTTD1	OPA1	0.271161
EIF2B5	UBXN7	0.271142
MYCT1	ACVRL1	0.271135
ALKBH1	FCF1	0.271131
IL16	ARHGAP30	0.271112
USP19	SMARCC1	0.271108
TESPA1	MYO1F	0.271105
MRPL58	ATP5PD	0.271078
CD14	ADAP2	0.271072
PAFAH1B1	FXR2	0.271064
ELOB	FAAP20	0.27105
BRD9	TENT4A	0.271022
CINP	COA8	0.270996
BUD13	HINFP	0.270993
KCNAB2	FAM78A	0.27099
NOVA2	CD93	0.270985
TIMM50	SAMD4B	0.270977
RBSN	ZNF619	0.270956
RTN4IP1	ATP5MC2	0.270934
BRPF1	SMARCC1	0.270931
TTC33	PRKAA1	0.270882
GPR65	GPSM3	0.270864
CD86	FCGR2A	0.270864
IARS2	UCHL5	0.27084
ZNF579	ZNF865	0.270827
SDE2	ACBD3	0.270795
ELOB	RPA3	0.270783
TADA2B	MRFAP1	0.270758
SENP2	WDR53	0.270754
PIM2	IL16	0.270742
POLR2J	ZNHIT1	0.270732
ANKRD44	NLRC3	0.270726
PRKAR2A	MON1A	0.270682
LSM6	TMA16	0.270677
LMF1	NSMCE1	0.270663
KATNIP	NFATC2IP	0.270656
PCYT1A	RNF168	0.270639
WAS	RASSF4	0.270611
BTK	TLR4	0.270607
XPO7	MCPH1	0.270583
RWDD4	TMA16	0.270561
CAMTA2	ANKFY1	0.270559
CD34	GJA4	0.270549
RPL29	RPL14	0.270528
WAS	HNRNPA1P21	0.270523
CASZ1	TBC1D7	0.270514
CNOT9	GIGYF2	0.270505
EIF3E	EIF3H	0.270499
C2CD3	PPME1	0.270493
PAN3	N4BP2L2	0.27049
ST8SIA4	RHOH	0.270466
CASZ1	CORO7	0.27043
HLA-DMA	HLA-DPB1	0.27041
WAS	TNFRSF1B	0.270399
SIGLEC9	FCGR2A	0.270398
SMARCAL1	CTDSP1	0.270389
NDUFA10	ILKAP	0.270365
DCTN6	CNOT7	0.27036
SLC25A11	TIMM22	0.270339
SMU1	STOML2	0.270316
SIL1	MRPL23	0.270312
GAR1	AIMP1	0.270272
MKRN2	SETD2	0.27025
MAP4K1	GNG2	0.270239
UBE2D3	NDUFC1	0.270233
RTN4IP1	C7orf50	0.27023
VTA1	KATNA1	0.270219
CD180	GIMAP1	0.270208
MYO1G	SPN	0.270201
BTBD10	FAR1	0.270201
RANBP3	GNA11	0.270197
PCDH17	ESAM	0.270182
TSR3	TBL3	0.270177
IFFO1	MFNG	0.270153
ANKRD44	DOCK2	0.270152
POLR2E	C19orf25	0.270103
BTN3A3	BTN3A2	0.270088
PLCB2	PIK3R5	0.270073
ZW10	HINFP	0.270068
ZNF875	ZNF461	0.270061
APBB1IP	GIMAP1	0.270037
LY86	LRRC25	0.270032
CPOX	CLDND1	0.27002
DHX15	RAB28	0.270006
C1orf162	LILRB3	0.269997
NOVA2	LDB2	0.269967
YTHDC1	CENPC	0.269946
JAM2	ARHGEF15	0.269938
TASOR	WDR82	0.269926
KCNAB2	TRPV2	0.269924
DCAF1	KIAA1143	0.269916
QRSL1	CEP57L1	0.269914
APOBEC3F	APOBEC3G	0.269872
RPSA	RPL14	0.269844
ETFB	C7orf50	0.269844
CCDC174	SETD5	0.269839
ILKAP	ATG4B	0.269825
LCP2	JAK3	0.269797
SCAP	USP19	0.269786
XAB2	YJU2	0.269761
FIG4	CDK19	0.269743
GNG2	GIMAP1	0.26974
TESPA1	HNRNPA1P21	0.269725
ZFP14	ZNF566	0.269693
LY86	MS4A7	0.269688
ACAP2	PAK2	0.269686
LAT2	LAPTM5	0.269684
SPI1	ITGAX	0.269665
LRRC32	HIC1	0.269662
CSTF1	RPRD1B	0.269607
XAB2	MAP2K7	0.269601
C1orf162	FPR3	0.269593
SNX20	GIMAP8	0.269567
ACAP1	IL18RAP	0.269543
MEF2C	A2M	0.269527
LSG1	EIF2B5	0.269506
CNRIP1	JAM2	0.269481
APBB1IP	BIN2	0.269479
FERMT3	TNFAIP8L2	0.269465
FCER1G	LILRB3	0.269418
NBPF15	NBPF9	0.269396
DROSHA	TARS1	0.269396
ITGAE	MYO7A	0.269371
VHL	CCDC174	0.269366
NEK4	APPL1	0.269353
AKAP11	ZC3H13	0.269351
EIF2B5	RNF168	0.269326
DOK2	MNDA	0.269303
SERGEF	RPLP2	0.2693
PI4KB	YY1AP1	0.2693
FERMT3	LCK	0.269289
